date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Precipitation,Next_Day_AQI
2023-01-14,99.125,27.5875,46.44583333333333,32.75833333333333,23.48333333333333,589.8333333333334,68.83333333333333,15.329166666666666,28.83333333333333,0.0,93.83333333333331
2023-01-15,93.83333333333331,42.52916666666667,67.01666666666667,32.84166666666667,38.62916666666667,765.375,85.95833333333333,14.870833333333332,43.708333333333336,0.0,135.75
2023-01-16,135.75,60.375,96.44166666666666,35.28333333333333,60.395833333333336,738.2916666666666,76.83333333333333,16.441666666666666,54.708333333333336,0.0,158.16666666666666
2023-01-17,158.16666666666666,79.125,117.58333333333331,47.27916666666667,59.92916666666667,1056.25,93.125,17.029166666666665,37.208333333333336,0.0,174.83333333333334
2023-01-18,174.83333333333334,101.02083333333331,147.65833333333333,78.41666666666667,57.2,1448.25,63.41666666666666,17.716666666666665,40.04166666666666,0.0,177.58333333333334
2023-01-19,177.58333333333334,66.89999999999999,99.225,42.22916666666666,31.02083333333333,839.875,77.25,18.466666666666665,34.5,0.0,145.58333333333334
2023-01-20,145.58333333333334,54.833333333333336,83.5125,22.59166666666667,30.83333333333333,676.2083333333334,109.08333333333331,17.620833333333334,46.91666666666666,0.0,147.875
2023-01-21,147.875,48.16666666666666,72.61666666666666,25.6,36.1625,678.625,96.41666666666669,17.212500000000002,50.25,0.0,132.58333333333334
2023-01-22,132.58333333333334,50.04166666666666,75.94583333333334,37.97083333333333,45.26666666666667,862.1666666666666,84.45833333333333,16.558333333333334,48.29166666666666,0.0,118.04166666666669
2023-01-23,118.04166666666669,34.68333333333333,53.49583333333334,33.25,32.108333333333334,722.4583333333334,71.125,16.533333333333335,32.541666666666664,0.0,118.54166666666669
2023-01-24,118.54166666666669,50.55,78.99166666666666,41.46666666666667,40.208333333333336,869.5,82.83333333333333,15.0625,40.91666666666666,0.0,113.33333333333331
2023-01-25,113.33333333333331,41.329166666666666,69.38333333333334,37.68333333333333,39.6375,718.0833333333334,80.70833333333333,14.841666666666669,43.208333333333336,0.0,114.29166666666669
2023-01-26,114.29166666666669,31.70833333333333,49.2875,24.67083333333333,31.08333333333333,483.7083333333333,82.625,16.3875,29.33333333333333,0.0,92.16666666666669
2023-01-27,92.16666666666669,34.92916666666667,51.97916666666666,17.6875,25.28333333333333,452.7083333333333,104.54166666666669,17.366666666666667,26.041666666666668,0.0,104.75
2023-01-28,104.75,44.30416666666667,65.15833333333333,32.604166666666664,27.620833333333334,626.125,96.25,18.075,24.25,0.0,133.20833333333334
2023-01-29,133.20833333333334,38.5625,57.925,40.8125,33.7625,743.5833333333334,75.25,17.379166666666666,42.66666666666666,0.0,102.04166666666669
2023-01-30,102.04166666666669,58.92916666666667,91.62083333333334,49.85416666666666,49.34166666666667,1110.1666666666667,91.66666666666669,18.166666666666668,49.125,0.0,157.66666666666666
2023-01-31,157.66666666666666,53.96666666666667,81.39999999999999,28.75,29.454166666666666,655.3333333333334,89.75,19.379166666666663,36.333333333333336,0.0,145.95833333333334
2023-02-01,145.95833333333334,51.395833333333336,75.91666666666667,33.05833333333333,35.69166666666667,823.5,107.33333333333331,19.516666666666666,39.958333333333336,0.0,157.0
2023-02-02,157.0,98.3375,142.32500000000002,74.8125,77.63333333333334,1881.1666666666667,138.79166666666666,18.89583333333333,46.625,0.0,182.625
2023-02-03,182.625,87.45833333333333,126.53333333333336,97.50416666666666,73.47916666666667,1975.0416666666667,83.83333333333333,18.695833333333333,52.625,0.0,175.5
2023-02-04,175.5,68.09166666666667,103.47083333333336,57.5,48.82916666666666,1397.375,115.125,19.33333333333333,82.25,0.0,141.125
2023-02-05,141.125,35.770833333333336,63.26666666666667,29.35,24.58333333333333,715.75,79.45833333333333,21.416666666666668,82.875,0.0,126.33333333333331
2023-02-06,126.33333333333331,53.4875,98.49583333333334,33.775,28.4625,819.3333333333334,124.66666666666669,22.854166666666668,70.45833333333333,0.0,199.91666666666663
2023-02-07,199.91666666666663,115.6875,179.6208333333333,72.40416666666667,54.36666666666667,1715.9166666666667,149.83333333333334,20.3375,74.45833333333333,0.0,166.25
2023-02-08,166.25,44.57083333333333,76.825,37.425,31.075,826.875,87.125,20.95833333333333,83.20833333333333,0.0,111.95833333333331
2023-02-09,111.95833333333331,32.6375,57.3625,20.766666666666666,20.7625,510.7083333333333,83.875,21.72083333333333,85.41666666666667,0.0,87.625
2023-02-10,87.625,24.7125,46.81666666666666,13.2,14.633333333333333,357.9166666666667,91.625,22.579166666666666,81.0,0.0,109.25
2023-02-11,109.25,68.0125,108.475,37.66666666666666,33.45,915.25,107.45833333333331,22.1125,66.79166666666667,0.0,154.125
2023-02-12,154.125,43.00833333333333,73.97500000000001,43.575,28.183333333333334,730.9583333333334,62.79166666666666,23.22083333333333,36.79166666666666,0.0,131.83333333333334
2023-02-13,131.83333333333334,56.23333333333333,87.04166666666667,37.25833333333333,37.8875,900.4583333333334,127.75,21.9,32.583333333333336,0.0,160.08333333333334
2023-02-14,160.08333333333334,44.4125,76.15833333333333,34.862500000000004,32.266666666666666,884.2916666666666,119.45833333333331,21.90416666666667,78.79166666666667,0.0,155.91666666666666
2023-02-15,155.91666666666666,60.95,99.47083333333336,52.875,47.84583333333333,1277.3333333333333,111.54166666666669,20.933333333333334,90.25,0.0,142.20833333333334
2023-02-16,142.20833333333334,42.16666666666666,68.41250000000001,43.41666666666666,33.520833333333336,929.5416666666666,79.375,22.225,83.25,0.0,143.375
2023-02-17,143.375,56.1,85.44583333333333,46.020833333333336,36.083333333333336,1069.5416666666667,107.25,22.47083333333333,81.33333333333333,0.0,186.125
2023-02-18,186.125,82.46249999999999,120.65416666666664,52.67916666666667,42.95,1370.375,142.16666666666666,21.52083333333333,77.04166666666667,0.0,163.66666666666666
2023-02-19,163.66666666666666,44.6125,72.48333333333333,42.42083333333333,36.74583333333333,993.8333333333334,94.66666666666669,21.579166666666666,87.29166666666667,0.0,106.125
2023-02-20,106.125,30.7875,57.55416666666667,26.566666666666663,23.445833333333336,628.0416666666666,92.25,23.40833333333333,78.875,0.0,121.29166666666669
2023-02-21,121.29166666666669,48.05416666666667,79.89166666666667,33.833333333333336,28.7875,829.0416666666666,116.875,23.016666666666666,84.75,0.0,110.375
2023-02-22,110.375,22.29583333333333,41.56666666666667,16.454166666666666,13.658333333333331,389.0,98.54166666666669,22.829166666666666,82.25,0.0,77.91666666666667
2023-02-23,77.91666666666667,28.445833333333336,51.5625,25.8375,21.2,542.9583333333334,96.66666666666669,22.429166666666664,81.45833333333333,0.0,96.70833333333331
2023-02-24,96.70833333333331,32.88333333333333,69.85833333333333,26.6625,23.695833333333336,623.0416666666666,97.08333333333331,21.945833333333336,84.625,0.0,91.16666666666669
2023-02-25,91.16666666666669,27.8375,56.52916666666667,28.4375,20.945833333333333,575.7083333333334,61.54166666666666,23.225,79.20833333333333,0.0,86.125
2023-02-26,86.125,30.22083333333333,49.2375,30.379166666666663,24.28333333333333,630.125,68.20833333333333,23.54583333333333,81.625,0.0,118.79166666666669
2023-02-27,118.79166666666669,42.50416666666667,69.37916666666666,38.49166666666667,32.708333333333336,896.9583333333334,95.70833333333331,23.195833333333336,83.95833333333333,0.0,119.0
2023-02-28,119.0,39.65,66.07083333333334,37.35833333333333,28.933333333333334,799.875,81.66666666666667,23.04583333333333,82.95833333333333,0.0,129.5
2023-03-01,129.5,74.14999999999999,115.99583333333334,36.54583333333333,27.78333333333333,937.25,100.08333333333331,23.554166666666664,79.41666666666667,0.0,165.5
2023-03-02,165.5,63.07083333333333,96.0,23.683333333333334,27.79583333333333,681.375,126.375,26.35833333333333,48.04166666666666,0.0,171.375
2023-03-03,171.375,73.59583333333333,110.4375,28.33333333333333,32.69583333333333,699.625,130.20833333333334,26.129166666666663,51.29166666666666,0.0,176.375
2023-03-04,176.375,60.5125,90.40416666666664,25.916666666666668,29.6875,750.4583333333334,141.29166666666666,26.070833333333336,50.083333333333336,0.0,190.375
2023-03-05,190.375,79.8625,115.97916666666669,38.32083333333333,36.21666666666666,1175.5833333333333,157.375,25.816666666666663,50.333333333333336,0.0,203.29166666666663
2023-03-06,203.29166666666663,79.9875,118.52083333333331,41.49583333333333,43.25833333333333,1318.25,171.04166666666666,25.383333333333336,56.375,0.0,186.41666666666663
2023-03-07,186.41666666666663,66.08749999999999,103.4625,49.8375,49.62083333333334,1305.4583333333333,137.91666666666666,24.71666666666667,70.875,0.0,193.125
2023-03-08,193.125,103.22916666666669,153.07916666666668,53.3125,60.46666666666667,1606.9583333333333,191.75,24.758333333333336,73.04166666666667,0.0,215.0833333333333
2023-03-09,215.0833333333333,119.77083333333331,175.01666666666665,55.7875,44.05416666666667,1663.1666666666667,200.625,25.879166666666663,59.875,0.0,219.3333333333333
2023-03-10,219.3333333333333,87.0625,126.19166666666666,55.7125,44.6875,1358.25,179.83333333333334,25.804166666666664,55.54166666666666,0.0,164.08333333333334
2023-03-11,164.08333333333334,68.7625,100.3875,63.04166666666666,51.11666666666667,1373.5,99.58333333333331,25.40833333333333,63.0,0.0,156.41666666666666
2023-03-12,156.41666666666666,57.55833333333334,84.3125,61.59166666666667,50.875,1294.2083333333333,76.70833333333333,25.741666666666664,63.083333333333336,0.0,158.29166666666666
2023-03-13,158.29166666666666,48.26666666666667,73.71666666666667,46.52916666666667,47.395833333333336,1136.0833333333333,113.66666666666669,24.991666666666664,71.79166666666667,0.0,114.875
2023-03-14,114.875,31.441666666666663,49.75833333333333,40.4875,36.49583333333333,830.75,63.25,23.991666666666664,81.20833333333333,0.0,89.125
2023-03-15,89.125,25.133333333333336,45.49583333333334,18.6125,19.120833333333334,448.75,73.95833333333333,25.10833333333333,80.08333333333333,0.0,79.33333333333333
2023-03-16,79.33333333333333,23.383333333333336,42.55416666666667,21.691666666666663,20.216666666666665,505.875,74.41666666666667,25.541666666666668,80.33333333333333,0.0,83.04166666666667
2023-03-17,83.04166666666667,26.2875,44.77916666666667,27.92083333333333,25.96666666666667,623.5416666666666,83.54166666666667,25.616666666666664,79.58333333333333,0.0,135.79166666666666
2023-03-18,135.79166666666666,54.36666666666667,84.5625,38.208333333333336,43.375,912.9583333333334,128.70833333333334,25.4,66.25,0.0,161.45833333333334
2023-03-19,161.45833333333334,44.85833333333333,73.6375,30.6625,40.99166666666667,752.2083333333334,123.33333333333331,24.89583333333333,69.20833333333333,0.0,104.0
2023-03-20,104.0,25.8625,51.3125,22.59583333333333,26.20833333333333,523.5416666666666,84.54166666666667,24.575,76.91666666666667,0.0,73.66666666666667
2023-03-21,73.66666666666667,18.6625,39.99166666666667,15.295833333333334,14.8625,363.0,67.125,25.1125,71.04166666666667,0.0,68.0
2023-03-22,68.0,18.65833333333333,34.4375,14.833333333333334,14.354166666666666,358.3333333333333,67.16666666666667,23.883333333333336,78.16666666666667,0.4,68.75
2023-03-23,68.75,18.525,40.0875,13.841666666666669,11.975,319.0416666666667,59.125,23.475,81.08333333333333,3.8,73.0
2023-03-24,73.0,18.383333333333333,49.10416666666666,10.508333333333333,7.975,265.3333333333333,114.29166666666669,24.429166666666664,59.958333333333336,0.0,74.91666666666667
2023-03-25,74.91666666666667,20.916666666666668,47.025,12.404166666666669,9.983333333333333,320.3333333333333,112.875,24.495833333333334,67.0,0.0,96.125
2023-03-26,96.125,30.20833333333333,57.45416666666667,24.79583333333333,21.7125,597.8333333333334,111.58333333333331,24.175,75.04166666666667,0.0,101.83333333333331
2023-03-27,101.83333333333331,31.6625,56.34166666666667,29.429166666666664,25.620833333333334,650.4583333333334,100.45833333333331,24.6625,69.41666666666667,0.0,90.08333333333331
2023-03-28,90.08333333333331,25.52083333333333,48.98333333333333,14.058333333333332,15.9625,381.7916666666667,94.79166666666669,24.570833333333336,78.08333333333333,0.0,75.79166666666667
2023-03-29,75.79166666666667,21.429166666666664,50.91666666666666,10.504166666666666,12.520833333333334,308.9166666666667,80.625,25.304166666666664,78.125,0.0,80.54166666666667
2023-03-30,80.54166666666667,23.054166666666664,56.525000000000006,10.9125,13.470833333333331,316.0416666666667,112.0,25.266666666666666,70.91666666666667,0.7999999999999999,80.70833333333333
2023-03-31,80.70833333333333,23.34166666666667,48.625,8.958333333333334,9.9375,288.2916666666667,112.45833333333331,25.804166666666664,75.91666666666667,0.0,74.91666666666667
2023-04-01,74.91666666666667,19.39583333333333,37.97083333333333,3.4625,5.145833333333333,168.04166666666666,96.33333333333331,25.67083333333333,74.33333333333333,0.0,69.41666666666667
2023-04-02,69.41666666666667,20.47083333333333,41.00833333333333,8.674999999999999,11.5,299.625,96.375,25.42083333333333,77.0,0.0,71.66666666666667
2023-04-03,71.66666666666667,21.075,47.59583333333333,11.566666666666668,13.183333333333332,321.5833333333333,83.58333333333333,26.166666666666668,78.33333333333333,0.3,84.58333333333333
2023-04-04,84.58333333333333,16.787499999999998,33.575,14.029166666666669,13.058333333333332,373.9583333333333,111.83333333333331,24.879166666666663,74.20833333333333,0.0,80.5
2023-04-05,80.5,16.5625,29.883333333333336,17.425,15.020833333333334,435.625,116.41666666666669,25.079166666666666,68.70833333333333,0.0,76.70833333333333
2023-04-06,76.70833333333333,20.229166666666668,38.725,22.7125,18.025,499.8333333333333,103.875,25.02916666666667,75.54166666666667,0.0,98.875
2023-04-07,98.875,27.566666666666663,48.125,29.766666666666666,25.541666666666668,710.5833333333334,111.79166666666669,25.23333333333333,77.95833333333333,0.0,129.75
2023-04-08,129.75,38.3375,64.03333333333333,27.0125,25.266666666666666,740.5,126.375,25.84583333333333,76.41666666666667,0.0,94.04166666666669
2023-04-09,94.04166666666669,22.875,44.1375,22.4625,21.7625,532.625,83.79166666666667,25.65,78.16666666666667,0.0,82.58333333333333
2023-04-10,82.58333333333333,27.8625,51.80416666666667,33.32083333333333,36.891666666666666,730.9166666666666,74.04166666666667,25.175,82.08333333333333,0.0,85.04166666666667
2023-04-11,85.04166666666667,24.616666666666664,46.425,31.191666666666663,28.704166666666666,684.4166666666666,75.29166666666667,25.21666666666667,81.58333333333333,0.0,124.625
2023-04-12,124.625,39.895833333333336,69.96249999999999,25.79583333333333,25.354166666666668,696.9583333333334,115.54166666666669,27.0625,75.75,0.0,101.45833333333331
2023-04-13,101.45833333333331,26.879166666666663,50.895833333333336,24.27083333333333,22.83333333333333,590.4166666666666,79.04166666666667,27.90416666666667,70.0,0.0,77.41666666666667
2023-04-14,77.41666666666667,20.7375,40.6125,21.554166666666664,20.98333333333333,508.9166666666667,66.125,27.03333333333333,81.95833333333333,0.0,80.66666666666667
2023-04-15,80.66666666666667,29.504166666666663,63.8375,29.4125,30.7375,666.375,73.70833333333333,27.191666666666663,81.70833333333333,0.0,85.20833333333333
2023-04-16,85.20833333333333,23.554166666666664,50.7875,22.254166666666663,22.70833333333333,531.9583333333334,86.70833333333333,27.375,80.70833333333333,0.0,82.875
2023-04-17,82.875,21.245833333333334,47.7875,19.654166666666665,19.133333333333333,471.25,99.45833333333331,27.35833333333333,77.54166666666667,0.0,79.58333333333333
2023-04-18,79.58333333333333,28.629166666666663,54.2875,23.1125,19.75,534.75,79.45833333333333,28.570833333333336,66.625,0.0,93.5
2023-04-19,93.5,32.666666666666664,62.70416666666667,23.90416666666667,21.316666666666663,576.125,91.5,27.870833333333334,62.79166666666666,0.0,100.45833333333331
2023-04-20,100.45833333333331,26.870833333333334,53.52916666666667,18.0125,16.320833333333333,459.8333333333333,106.625,27.945833333333336,70.58333333333333,0.0,77.875
2023-04-21,77.875,20.1,40.6,15.316666666666668,14.2,388.6666666666667,72.625,27.616666666666664,77.33333333333333,0.0,81.875
2023-04-22,81.875,23.8375,48.87083333333334,17.645833333333332,18.091666666666665,445.9583333333333,90.58333333333331,27.6125,76.04166666666667,0.0,81.25
2023-04-23,81.25,23.245833333333334,44.3125,23.90416666666667,22.6875,563.4583333333334,78.20833333333333,28.225,73.95833333333333,0.0,82.70833333333333
2023-04-24,82.70833333333333,28.40416666666667,52.6375,29.17083333333333,25.1875,640.5,60.04166666666666,27.745833333333334,78.08333333333333,0.0,87.5
2023-04-25,87.5,28.679166666666664,51.92083333333333,22.304166666666664,20.304166666666667,545.875,67.33333333333333,28.15416666666667,69.58333333333333,0.0,83.66666666666667
2023-04-26,83.66666666666667,24.24166666666667,47.4,16.283333333333335,15.55,419.0,81.79166666666667,28.225,55.083333333333336,0.0,70.41666666666667
2023-04-27,70.41666666666667,15.5625,30.64583333333333,10.679166666666667,10.554166666666667,305.375,66.375,27.2625,71.79166666666667,0.3,63.083333333333336
2023-04-28,63.083333333333336,15.583333333333334,31.191666666666663,12.05,12.158333333333331,323.875,70.58333333333333,25.9625,75.875,3.4,71.70833333333333
2023-04-29,71.70833333333333,15.779166666666669,29.65,13.683333333333332,18.1,384.0416666666667,88.33333333333333,25.2375,76.375,0.7999999999999999,72.29166666666667
2023-04-30,72.29166666666667,17.3875,33.99583333333333,15.354166666666666,19.454166666666666,391.125,88.0,26.04583333333333,68.91666666666667,0.2,75.75
2023-05-01,75.75,20.216666666666665,35.09583333333333,15.3625,16.599999999999998,398.6666666666667,91.33333333333331,27.304166666666664,71.45833333333333,0.9,72.125
2023-05-02,72.125,19.2,35.0,16.704166666666666,17.820833333333333,430.0,79.08333333333333,27.8875,74.33333333333333,0.1,64.54166666666667
2023-05-03,64.54166666666667,15.191666666666668,29.191666666666663,17.108333333333334,17.779166666666665,421.0,71.08333333333333,27.816666666666663,78.41666666666667,0.0,66.41666666666667
2023-05-04,66.41666666666667,20.15833333333333,41.7625,20.825,23.375,481.2083333333333,68.79166666666667,27.616666666666664,80.45833333333333,0.0,71.04166666666667
2023-05-05,71.04166666666667,20.058333333333334,45.50416666666666,18.55,19.55,442.25,71.91666666666667,27.745833333333334,79.75,0.0,71.41666666666667
2023-05-06,71.41666666666667,20.5375,40.87083333333333,17.925,17.908333333333335,422.0833333333333,73.95833333333333,28.570833333333336,76.41666666666667,0.0,73.04166666666667
2023-05-07,73.04166666666667,21.029166666666665,48.3875,14.166666666666666,15.058333333333332,352.25,65.66666666666667,28.429166666666664,80.375,0.0,72.375
2023-05-08,72.375,21.59583333333333,43.325,19.0,19.35,439.2083333333333,70.45833333333333,28.866666666666664,78.79166666666667,0.0,83.20833333333333
2023-05-09,83.20833333333333,29.704166666666666,56.97083333333333,27.0,29.166666666666668,609.8333333333334,67.5,28.383333333333336,78.58333333333333,0.0,94.625
2023-05-10,94.625,27.4,48.5375,28.5625,26.825,647.4166666666666,84.20833333333333,29.433333333333334,71.33333333333333,0.0,90.45833333333331
2023-05-11,90.45833333333331,25.60833333333333,47.925,19.654166666666665,20.341666666666665,488.0,87.25,30.183333333333334,68.0,0.0,74.58333333333333
2023-05-12,74.58333333333333,18.22083333333333,30.09583333333333,17.599999999999998,20.8375,445.875,68.58333333333333,30.28333333333333,66.54166666666667,0.0,67.125
2023-05-13,67.125,17.95,30.741666666666664,21.416666666666668,24.0375,514.625,60.833333333333336,30.15833333333333,71.25,0.0,65.20833333333333
2023-05-14,65.20833333333333,15.041666666666666,29.28333333333333,10.1,14.3875,300.5,59.875,29.60833333333333,80.25,0.0,61.708333333333336
2023-05-15,61.708333333333336,16.358333333333334,34.645833333333336,10.016666666666667,13.170833333333333,263.2916666666667,57.333333333333336,29.620833333333334,80.20833333333333,0.1,64.625
2023-05-16,64.625,17.654166666666665,33.53333333333333,9.295833333333333,10.8375,243.5833333333333,50.5,29.60833333333333,80.625,0.0,67.33333333333333
2023-05-17,67.33333333333333,16.791666666666668,34.50416666666667,7.458333333333333,8.745833333333334,205.875,53.333333333333336,29.475,77.45833333333333,0.6000000000000001,62.54166666666666
2023-05-18,62.54166666666666,15.329166666666666,35.63333333333333,11.058333333333332,11.479166666666666,270.0833333333333,55.66666666666666,29.625,79.79166666666667,0.0,62.833333333333336
2023-05-19,62.833333333333336,16.875,42.3375,12.75,13.625,308.6666666666667,53.29166666666666,29.354166666666668,81.16666666666667,0.0,63.41666666666666
2023-05-20,63.41666666666666,15.129166666666668,35.625,8.895833333333334,9.833333333333334,237.7083333333333,51.375,29.15,77.79166666666667,0.0,62.875
2023-05-21,62.875,16.570833333333333,38.05,7.783333333333334,8.904166666666667,223.125,52.16666666666666,29.72083333333333,75.95833333333333,0.0,64.29166666666667
2023-05-22,64.29166666666667,15.925,37.29166666666666,8.512500000000001,9.508333333333333,234.79166666666663,54.208333333333336,29.820833333333336,79.54166666666667,0.0,61.708333333333336
2023-05-23,61.708333333333336,15.8,32.27916666666667,12.466666666666669,12.9625,294.3333333333333,47.79166666666666,29.766666666666666,82.75,0.4,65.375
2023-05-24,65.375,17.849999999999998,34.266666666666666,12.05,13.408333333333331,308.5,53.458333333333336,29.945833333333336,82.25,0.0,66.54166666666667
2023-05-25,66.54166666666667,18.308333333333334,34.9625,9.258333333333333,11.016666666666666,271.0,50.375,30.3,80.375,0.0,67.95833333333333
2023-05-26,67.95833333333333,17.5,33.670833333333334,9.2625,10.445833333333333,256.9583333333333,45.833333333333336,30.229166666666668,80.75,0.0,65.375
2023-05-27,65.375,17.75,33.86666666666667,11.0625,12.516666666666666,283.4166666666667,45.66666666666666,30.225,79.5,0.0,64.66666666666667
2023-05-28,64.66666666666667,14.495833333333332,28.4625,11.35,13.370833333333332,290.6666666666667,44.583333333333336,30.17083333333333,80.08333333333333,0.0,59.75
2023-05-29,59.75,13.258333333333333,25.95,11.7625,14.520833333333334,294.8333333333333,42.41666666666666,29.96666666666667,83.29166666666667,0.0,57.16666666666666
2023-05-30,57.16666666666666,13.3625,27.416666666666668,10.0375,11.266666666666666,252.29166666666663,43.75,29.916666666666668,76.5,0.2,58.125
2023-05-31,58.125,13.0375,23.070833333333336,8.358333333333333,9.654166666666669,216.41666666666663,41.54166666666666,29.616666666666664,74.45833333333333,1.1,57.625
2023-06-01,57.625,14.408333333333331,27.09583333333333,7.233333333333333,8.041666666666666,205.75,45.25,29.941666666666663,76.875,1.4,63.625
2023-06-02,63.625,15.904166666666669,31.616666666666664,10.695833333333333,12.0375,278.0416666666667,54.79166666666666,30.02916666666667,80.95833333333333,0.1,61.375
2023-06-03,61.375,15.45,33.28333333333333,12.429166666666667,13.654166666666669,303.9583333333333,58.04166666666666,29.96666666666667,81.625,0.0,65.83333333333333
2023-06-04,65.83333333333333,19.79583333333333,47.32083333333333,13.375,15.120833333333332,334.6666666666667,67.75,30.070833333333336,80.66666666666667,0.0,68.41666666666667
2023-06-05,68.41666666666667,16.891666666666666,39.50416666666667,12.370833333333332,13.529166666666669,295.25,58.04166666666666,29.98333333333333,80.79166666666667,0.0,64.95833333333333
2023-06-06,64.95833333333333,17.966666666666665,37.24583333333333,15.358333333333333,16.0,347.5416666666667,61.41666666666666,30.39583333333333,81.29166666666667,0.0,69.25
2023-06-07,69.25,20.179166666666667,42.48333333333333,15.8,18.116666666666667,361.0833333333333,60.04166666666666,30.65416666666667,81.33333333333333,0.0,67.79166666666667
2023-06-08,67.79166666666667,16.045833333333334,34.90833333333333,9.145833333333334,11.5375,245.0833333333333,58.125,30.33333333333333,77.45833333333333,0.0,64.20833333333333
2023-06-09,64.20833333333333,18.616666666666667,42.10416666666666,7.9875,9.2875,219.25,52.41666666666666,30.2,76.29166666666667,0.8,69.41666666666667
2023-06-10,69.41666666666667,16.695833333333333,37.325,9.579166666666667,11.329166666666666,243.0,54.75,29.941666666666663,76.0,0.2,65.04166666666667
2023-06-11,65.04166666666667,21.8625,35.11666666666667,25.17083333333333,26.066666666666663,515.625,61.708333333333336,30.016666666666666,76.29166666666667,0.0,150.66666666666666
2023-06-12,150.66666666666666,61.19583333333333,93.07083333333333,27.42083333333333,34.458333333333336,790.375,147.41666666666666,32.09583333333333,64.83333333333333,0.0,119.29166666666669
2023-06-13,119.29166666666669,14.308333333333332,33.204166666666666,12.070833333333333,18.5375,216.875,61.29166666666666,31.46666666666667,64.29166666666667,5.4,65.29166666666667
2023-06-14,65.29166666666667,19.70833333333333,46.71666666666667,8.833333333333334,14.1875,177.66666666666666,63.75,31.004166666666663,64.58333333333333,0.5,71.125
2023-06-15,71.125,17.620833333333334,38.275,8.416666666666666,11.9875,171.5,55.458333333333336,30.39583333333333,67.625,0.3,63.66666666666666
2023-06-16,63.66666666666666,21.166666666666668,40.48333333333333,14.558333333333332,13.483333333333334,296.875,66.29166666666667,31.15833333333333,70.70833333333333,1.3,79.375
2023-06-17,79.375,24.991666666666664,63.02916666666667,10.3,11.65,254.5833333333333,61.04166666666666,30.566666666666663,80.5,0.0,83.54166666666667
2023-06-18,83.54166666666667,27.979166666666668,71.50833333333334,8.025,8.604166666666666,220.0833333333333,59.875,30.291666666666668,74.125,0.0,85.625
2023-06-19,85.625,26.42083333333333,71.18333333333334,7.125,8.137500000000001,206.91666666666663,62.41666666666666,30.066666666666663,74.54166666666667,0.0,79.95833333333333
2023-06-20,79.95833333333333,24.229166666666668,67.47916666666667,7.1000000000000005,8.208333333333334,205.375,66.25,30.616666666666664,69.29166666666667,0.0,78.41666666666667
2023-06-21,78.41666666666667,23.316666666666663,65.55416666666666,8.420833333333333,9.5,224.8333333333333,61.208333333333336,30.58333333333333,73.5,1.0,74.33333333333333
2023-06-22,74.33333333333333,20.675,54.5,8.5375,9.975,224.125,57.625,30.204166666666666,76.875,2.2,72.625
2023-06-23,72.625,21.2125,56.81666666666666,7.983333333333333,9.466666666666669,210.7083333333333,55.79166666666666,30.129166666666663,76.16666666666667,0.4,72.75
2023-06-24,72.75,20.891666666666666,51.25416666666666,8.558333333333334,10.108333333333333,221.25,53.375,30.1125,77.95833333333333,1.0,70.66666666666667
